transaction_id,date,branch_id,branch_name,kota,provinsi,rating_cabang,product_id,product_name,actual_price,discount_percentage,persentase_gross_laba,nett_sales,nett_profit,rating_transaksi
TRX7763090,19/02/2022,93689,Kimia Farma - Klinik & Apotek,Malang,Jawa Timur,"4,8",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,02","0,1",6272,"627,2",3
TRX3201888,28/05/2022,49403,Kimia Farma - Apotek,Kuningan,Jawa Barat,"3,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,08","0,1",5888,"588,8",3
TRX9042041,13/03/2023,91503,Kimia Farma - Apotek,Solok,Sumatera Barat,"4,1",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,15","0,1",5440,544,3
TRX8442400,14/07/2021,49902,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,"4,2",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,15","0,1",5440,544,3
TRX7830103,07/10/2021,61064,Kimia Farma - Klinik-Apotek-Laboratorium,Surabaya,Jawa Timur,"4,2",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,12","0,1",5632,"563,2",3
TRX5764596,14/09/2021,80525,Kimia Farma - Apotek,Subang,Jawa Barat,"4,1",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,06","0,1",6016,"601,6",3
TRX1929573,10/05/2021,87583,Kimia Farma - Apotek,Surabaya,Jawa Timur,"4,6",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,02","0,1",6272,"627,2",3
TRX9689394,24/05/2022,31737,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,"4,2",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,09","0,1",5824,"582,4",3
TRX2046425,08/06/2023,41375,Kimia Farma - Klinik & Apotek,Pontianak,Kalimantan Barat,"4,3",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,07","0,1",5952,"595,2",3
TRX9747893,31/10/2022,96742,Kimia Farma - Apotek,Garut,Jawa Barat,"4,4",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,08","0,1",5888,"588,8",3
TRX4029745,23/05/2021,86546,Kimia Farma - Klinik & Apotek,Pematangsiantar,Sumatera Utara,"4,5",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,02","0,1",6272,"627,2",3
TRX6949500,25/05/2020,16033,Kimia Farma - Klinik & Apotek,Garut,Jawa Barat,"3,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,03","0,1",6208,"620,8",3
TRX8245855,05/05/2023,31337,Kimia Farma - Klinik-Apotek-Laboratorium,Deli Serdang,Sumatera Utara,"4,4",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,04","0,1",6144,"614,4",3
TRX4720502,04/05/2022,42753,Kimia Farma - Klinik-Apotek-Laboratorium,Sukabumi,Jawa Barat,"4,8",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,06","0,1",6016,"601,6",3
TRX6958325,13/04/2023,59955,Kimia Farma - Apotek,Madiun,Jawa Timur,"4,7",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,06","0,1",6016,"601,6",3
TRX3922671,19/02/2023,64436,Kimia Farma - Klinik-Apotek-Laboratorium,Deli Serdang,Sumatera Utara,"4,5",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,08","0,1",5888,"588,8",3
TRX4328538,04/07/2020,46337,Kimia Farma - Klinik & Apotek,Banjarmasin,Kalimantan Selatan,"4,4",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,01","0,1",6336,"633,6",3
TRX6509016,19/12/2023,53822,Kimia Farma - Klinik-Apotek-Laboratorium,Manado,Sulawesi Utara,"4,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,12","0,1",5632,"563,2",3
TRX6743681,10/12/2023,42584,Kimia Farma - Klinik & Apotek,Bima,Nusa Tenggara Barat,"4,2",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,01","0,1",6336,"633,6",3
TRX4873570,11/02/2020,39326,Kimia Farma - Klinik & Apotek,Lubuklinggau,Sumatera Selatan,"4,4",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,05","0,1",6080,608,3
TRX3660001,10/03/2023,27840,Kimia Farma - Apotek,Denpasar,Bali,"4,3",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,15","0,1",5440,544,3
TRX2573930,24/01/2020,30563,Kimia Farma - Klinik & Apotek,Purwakarta,Jawa Barat,"3,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0,"0,1",6400,640,3
TRX5846269,26/03/2021,48635,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,"4,3",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,1","0,1",5760,576,3
TRX5022623,07/06/2020,13262,Kimia Farma - Klinik-Apotek-Laboratorium,Sukabumi,Jawa Barat,"4,7",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,1","0,1",5760,576,3
TRX2070507,16/03/2020,25069,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,"4,6",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,06","0,1",6016,"601,6",3
TRX2016957,02/10/2022,15338,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,"3,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,13","0,1",5568,"556,8",3
TRX1081072,06/11/2020,41125,Kimia Farma - Klinik & Apotek,Padang,Sumatera Barat,"4,1",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,09","0,1",5824,"582,4",3
TRX5129760,04/04/2022,36412,Kimia Farma - Klinik & Apotek,Pariaman,Sumatera Barat,"4,7",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,1","0,1",5760,576,3
TRX8523582,15/08/2020,53876,Kimia Farma - Klinik-Apotek-Laboratorium,Pangkalpinang,Bangka Belitung,"4,2",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,09","0,1",5824,"582,4",3
TRX3033289,06/02/2022,96005,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,1","0,1",5760,576,3
TRX7867555,30/10/2021,98676,Kimia Farma - Apotek,Malang,Jawa Timur,"4,4",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,14","0,1",5504,"550,4",3
TRX9645209,11/09/2020,13262,Kimia Farma - Klinik-Apotek-Laboratorium,Sukabumi,Jawa Barat,"4,7",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,01","0,1",6336,"633,6",3
TRX5587971,09/10/2020,76684,Kimia Farma - Klinik & Apotek,Yogyakarta,DI Yogyakarta,"4,1",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0,"0,1",6400,640,3
TRX2098965,02/02/2023,63163,Kimia Farma - Klinik-Apotek-Laboratorium,Lhokseumawe,Aceh,"4,6",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,08","0,1",5888,"588,8",3
TRX2322811,08/05/2020,39388,Kimia Farma - Klinik & Apotek,Tebing Tinggi,Sumatera Utara,"4,2",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,02","0,1",6272,"627,2",3
TRX7457059,09/03/2021,23909,Kimia Farma - Klinik & Apotek,Tasikmalaya,Jawa Barat,"4,8",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,13","0,1",5568,"556,8",3
TRX1533830,06/11/2020,66139,Kimia Farma - Klinik & Apotek,Semarang,Jawa Tengah,"4,7",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,04","0,1",6144,"614,4",3
TRX5942488,27/12/2023,59413,Kimia Farma - Klinik & Apotek,Denpasar,Bali,"4,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,06","0,1",6016,"601,6",3
TRX7470772,17/05/2021,26059,Kimia Farma - Klinik & Apotek,Gorontalo,Gorontalo,"4,3",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,09","0,1",5824,"582,4",3
TRX7610901,17/11/2023,19033,Kimia Farma - Klinik & Apotek,Denpasar,Bali,"4,5",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,02","0,1",6272,"627,2",3
TRX9255781,31/03/2023,25876,Kimia Farma - Klinik & Apotek,Probolinggo,Jawa Timur,"4,7",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,04","0,1",6144,"614,4",3
TRX8700558,04/03/2020,95541,Kimia Farma - Apotek,Jambi,Jambi,"4,8",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,14","0,1",5504,"550,4",3
TRX5058100,14/06/2023,26394,Kimia Farma - Klinik-Apotek-Laboratorium,Gorontalo,Gorontalo,"4,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,04","0,1",6144,"614,4",3
TRX1886193,17/05/2023,53421,Kimia Farma - Klinik-Apotek-Laboratorium,Ciamis,Jawa Barat,"4,3",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,04","0,1",6144,"614,4",3
TRX9259779,25/11/2022,78882,Kimia Farma - Klinik & Apotek,Dumai,Riau,"4,1",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,13","0,1",5568,"556,8",3
TRX5850786,02/09/2020,21410,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,"4,2",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,06","0,1",6016,"601,6",3
TRX9913608,04/07/2023,98055,Kimia Farma - Klinik & Apotek,Bekasi,Jawa Barat,"4,8",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,01","0,1",6336,"633,6",3
TRX1682016,28/09/2020,34519,Kimia Farma - Klinik & Apotek,Cikampek,Jawa Barat,"4,2",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,05","0,1",6080,608,3
TRX4695204,10/11/2022,28215,Kimia Farma - Klinik & Apotek,Banda Aceh,Aceh,"4,4",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,03","0,1",6208,"620,8",3
TRX1650033,05/02/2020,68616,Kimia Farma - Klinik & Apotek,Purwakarta,Jawa Barat,"4,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,05","0,1",6080,608,3
TRX4888115,18/05/2020,56801,Kimia Farma - Apotek,Subang,Jawa Barat,5,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,13","0,1",5568,"556,8",3
TRX8219128,06/08/2021,63411,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,"4,6",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,12","0,1",5632,"563,2",3
TRX6156866,25/10/2021,40344,Kimia Farma - Klinik-Apotek-Laboratorium,Bekasi,Jawa Barat,5,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,09","0,1",5824,"582,4",3
TRX5739212,06/01/2023,53877,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,"4,2",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,14","0,1",5504,"550,4",3
TRX9938138,24/03/2022,45962,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,"4,4",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,04","0,1",6144,"614,4",3
TRX8100797,12/12/2022,88089,Kimia Farma - Apotek,Indramayu,Jawa Barat,"4,1",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,01","0,1",6336,"633,6",3
TRX2155530,05/03/2021,83048,Kimia Farma - Klinik-Apotek-Laboratorium,Bogor,Jawa Barat,"4,3",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,12","0,1",5632,"563,2",3
TRX4868824,16/06/2022,18280,Kimia Farma - Klinik & Apotek,Yogyakarta,DI Yogyakarta,"4,8",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,15","0,1",5440,544,3
TRX8146062,12/12/2023,71859,Kimia Farma - Klinik-Apotek-Laboratorium,Padang,Sumatera Barat,"4,3",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,06","0,1",6016,"601,6",3
TRX1235478,01/01/2021,88378,Kimia Farma - Klinik & Apotek,Pematangsiantar,Sumatera Utara,"4,6",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,08","0,1",5888,"588,8",3
TRX9838975,09/03/2020,21060,Kimia Farma - Klinik-Apotek-Laboratorium,Semarang,Jawa Tengah,"3,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,15","0,1",5440,544,3
TRX6225024,26/01/2022,80892,Kimia Farma - Klinik & Apotek,Gorontalo,Gorontalo,"4,6",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,07","0,1",5952,"595,2",3
TRX7182590,01/12/2022,66593,Kimia Farma - Klinik & Apotek,Bandung,Jawa Barat,"4,8",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,03","0,1",6208,"620,8",3
TRX6877722,01/09/2021,26125,Kimia Farma - Klinik & Apotek,Denpasar,Bali,"4,6",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,05","0,1",6080,608,3
TRX7503911,30/10/2020,37402,Kimia Farma - Apotek,Bekasi,Jawa Barat,"3,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,04","0,1",6144,"614,4",3
TRX3330842,19/09/2023,37012,Kimia Farma - Apotek,Bandung,Jawa Barat,"4,8",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,07","0,1",5952,"595,2",3
TRX8998456,24/06/2020,60201,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,"4,1",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,09","0,1",5824,"582,4",3
TRX9595442,22/11/2021,81810,Kimia Farma - Klinik & Apotek,Bima,Nusa Tenggara Barat,"4,4",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,13","0,1",5568,"556,8",3
TRX8570486,15/05/2022,66939,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,04","0,1",6144,"614,4",3
TRX3174156,30/10/2020,73008,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,5,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,08","0,1",5888,"588,8",3
TRX7030319,30/05/2022,33796,Kimia Farma - Klinik & Apotek,Subang,Jawa Barat,"4,5",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,13","0,1",5568,"556,8",3
TRX4704926,01/08/2020,93864,Kimia Farma - Klinik-Apotek-Laboratorium,Gorontalo,Gorontalo,"4,5",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,09","0,1",5824,"582,4",3
TRX9992022,21/11/2022,95541,Kimia Farma - Apotek,Jambi,Jambi,"4,8",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,07","0,1",5952,"595,2",3
TRX1664365,22/01/2023,62756,Kimia Farma - Klinik & Apotek,Kendari,Sulawesi Tenggara,4,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,05","0,1",6080,608,3
TRX8250295,09/10/2021,51338,Kimia Farma - Klinik & Apotek,Pekanbaru,Riau,4,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,04","0,1",6144,"614,4",3
TRX6839332,06/08/2020,63116,Kimia Farma - Klinik-Apotek-Laboratorium,Ciamis,Jawa Barat,"4,7",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,15","0,1",5440,544,3
TRX4410851,29/12/2020,94264,Kimia Farma - Klinik-Apotek-Laboratorium,Banda Aceh,Aceh,"4,2",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,05","0,1",6080,608,3
TRX8592503,12/09/2022,46485,Kimia Farma - Klinik-Apotek-Laboratorium,Purwokerto,Jawa Tengah,"4,1",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,06","0,1",6016,"601,6",3
TRX9431334,04/05/2023,20566,Kimia Farma - Apotek,Lhokseumawe,Aceh,4,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,1","0,1",5760,576,3
TRX3316554,26/08/2021,37946,Kimia Farma - Apotek,Cirebon,Jawa Barat,"4,1",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,07","0,1",5952,"595,2",3
TRX9794566,17/11/2022,95697,Kimia Farma - Klinik & Apotek,Deli Serdang,Sumatera Utara,"4,6",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,11","0,1",5696,"569,6",3
TRX7107277,24/08/2023,59024,Kimia Farma - Klinik & Apotek,Pontianak,Kalimantan Barat,"4,2",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,04","0,1",6144,"614,4",3
TRX3488682,24/01/2021,62661,Kimia Farma - Klinik & Apotek,Medan,Sumatera Utara,"4,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,05","0,1",6080,608,3
TRX8626747,09/04/2023,83357,Kimia Farma - Apotek,Sukabumi,Jawa Barat,"4,2",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,13","0,1",5568,"556,8",3
TRX8464681,19/02/2021,24143,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,13","0,1",5568,"556,8",3
TRX3521602,04/07/2023,42584,Kimia Farma - Klinik & Apotek,Bima,Nusa Tenggara Barat,"4,2",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0,"0,1",6400,640,3
TRX7292857,25/10/2023,31876,Kimia Farma - Klinik & Apotek,Palu,Sulawesi Tengah,"4,4",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,14","0,1",5504,"550,4",3
TRX9885543,02/01/2022,65315,Kimia Farma - Apotek,Semarang,Jawa Tengah,4,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,11","0,1",5696,"569,6",3
TRX3065613,20/01/2023,78489,Kimia Farma - Klinik & Apotek,Kotamobagu,Sulawesi Utara,"4,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,04","0,1",6144,"614,4",3
TRX9347170,27/09/2022,63732,Kimia Farma - Klinik & Apotek,Tarakan,Kalimantan Utara,"4,5",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,1","0,1",5760,576,3
TRX1982412,07/11/2022,40625,Kimia Farma - Apotek,Karawang,Jawa Barat,"4,4",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,03","0,1",6208,"620,8",3
TRX4025875,10/09/2021,90029,Kimia Farma - Klinik-Apotek-Laboratorium,Purwokerto,Jawa Tengah,"4,3",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,08","0,1",5888,"588,8",3
TRX4325497,11/02/2021,40682,Kimia Farma - Klinik & Apotek,Gorontalo,Gorontalo,"4,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,02","0,1",6272,"627,2",3
TRX1603427,22/01/2020,55156,Kimia Farma - Klinik & Apotek,Ambon,Maluku,"4,6",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,14","0,1",5504,"550,4",3
TRX1099607,26/02/2021,68853,Kimia Farma - Apotek,Subang,Jawa Barat,"4,5",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,03","0,1",6208,"620,8",3
TRX4234482,21/12/2020,38373,Kimia Farma - Klinik & Apotek,Bandung,Jawa Barat,4,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,12","0,1",5632,"563,2",3
TRX5314910,27/09/2023,18533,Kimia Farma - Klinik-Apotek-Laboratorium,Cirebon,Jawa Barat,"4,7",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,06","0,1",6016,"601,6",3
TRX3176988,19/03/2022,11960,Kimia Farma - Klinik-Apotek-Laboratorium,Sorong,Papua Barat,"4,3",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,14","0,1",5504,"550,4",3
TRX8559020,28/09/2022,75720,Kimia Farma - Apotek,Sukabumi,Jawa Barat,"4,5",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,14","0,1",5504,"550,4",3
TRX3331489,12/01/2021,69800,Kimia Farma - Apotek,Payakumbuh,Sumatera Barat,"4,7",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,1","0,1",5760,576,3
TRX7421909,04/08/2022,92936,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,"4,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,13","0,1",5568,"556,8",3
TRX5247715,19/12/2021,40347,Kimia Farma - Klinik-Apotek-Laboratorium,Banjarmasin,Kalimantan Selatan,"4,5",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,1","0,1",5760,576,3
TRX8481450,27/02/2022,22132,Kimia Farma - Klinik & Apotek,Sukabumi,Jawa Barat,"4,4",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,11","0,1",5696,"569,6",3
TRX7361496,17/12/2020,33502,Kimia Farma - Klinik & Apotek,Padang,Sumatera Barat,"3,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,06","0,1",6016,"601,6",3
TRX5342806,29/09/2021,61626,Kimia Farma - Klinik-Apotek-Laboratorium,Tarakan,Kalimantan Utara,"4,8",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,12","0,1",5632,"563,2",3
TRX9652885,31/01/2020,66025,Kimia Farma - Klinik-Apotek-Laboratorium,Surabaya,Jawa Timur,"4,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,09","0,1",5824,"582,4",3
TRX9105002,05/10/2022,27470,Kimia Farma - Klinik & Apotek,Tangerang,Banten,"4,6",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,14","0,1",5504,"550,4",3
TRX1045474,03/11/2023,68313,Kimia Farma - Apotek,Palembang,Sumatera Selatan,"4,8",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,05","0,1",6080,608,3
TRX3860019,08/05/2023,88478,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,"4,2",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,14","0,1",5504,"550,4",3
TRX7020682,25/12/2023,72786,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,"4,5",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,03","0,1",6208,"620,8",3
TRX3945848,25/08/2020,14497,Kimia Farma - Klinik & Apotek,Purwakarta,Jawa Barat,"3,9",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,08","0,1",5888,"588,8",3
TRX5598940,11/01/2021,92127,Kimia Farma - Klinik & Apotek,Jakarta,DKI Jakarta,"4,7",KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,"0,14","0,1",5504,"550,4",3
TRX1736349,15/07/2022,33317,Kimia Farma - Klinik-Apotek-Laboratorium,Balikpapan,Kalimantan Timur,"4,2",KF134,Antihistamines for systemic use,832800,"0,03","0,3",807816,"242344,8",3
TRX9838107,18/05/2022,85280,Kimia Farma - Apotek,Banda Aceh,Aceh,4,KF134,Antihistamines for systemic use,832800,"0,04","0,3",799488,"239846,4",3
TRX6884832,17/11/2021,95669,Kimia Farma - Klinik-Apotek-Laboratorium,Malang,Jawa Timur,"4,8",KF134,Antihistamines for systemic use,832800,"0,02","0,3",816144,"244843,2",3
TRX5958779,25/09/2023,38307,Kimia Farma - Klinik-Apotek-Laboratorium,Jakarta,DKI Jakarta,"4,2",KF134,Antihistamines for systemic use,832800,"0,02","0,3",816144,"244843,2",3
TRX4751265,08/06/2023,64436,Kimia Farma - Klinik-Apotek-Laboratorium,Deli Serdang,Sumatera Utara,"4,5",KF134,Antihistamines for systemic use,832800,"0,1","0,3",749520,224856,3
TRX6310594,31/10/2021,30408,Kimia Farma - Klinik-Apotek-Laboratorium,Pariaman,Sumatera Barat,"3,9",KF134,Antihistamines for systemic use,832800,"0,01","0,3",824472,"247341,6",3
TRX5114546,31/07/2023,85753,Kimia Farma - Klinik-Apotek-Laboratorium,Sukabumi,Jawa Barat,"4,4",KF134,Antihistamines for systemic use,832800,"0,04","0,3",799488,"239846,4",3
TRX4183922,21/11/2020,37946,Kimia Farma - Apotek,Cirebon,Jawa Barat,"4,1",KF134,Antihistamines for systemic use,832800,"0,07","0,3",774504,"232351,2",3
TRX6136258,19/12/2023,14469,Kimia Farma - Apotek,Purwokerto,Jawa Tengah,5,KF134,Antihistamines for systemic use,832800,"0,01","0,3",824472,"247341,6",3
TRX8241290,06/08/2021,11960,Kimia Farma - Klinik-Apotek-Laboratorium,Sorong,Papua Barat,"4,3",KF134,Antihistamines for systemic use,832800,"0,03","0,3",807816,"242344,8",3
TRX4397172,06/10/2020,80748,Kimia Farma - Klinik & Apotek,Makassar,Sulawesi Selatan,"4,6",KF134,Antihistamines for systemic use,832800,"0,01","0,3",824472,"247341,6",3
TRX2620939,23/09/2021,48161,Kimia Farma - Klinik-Apotek-Laboratorium,Tarakan,Kalimantan Utara,"4,5",KF134,Antihistamines for systemic use,832800,"0,03","0,3",807816,"242344,8",3
TRX2787385,08/08/2021,66939,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4,KF134,Antihistamines for systemic use,832800,"0,09","0,3",757848,"227354,4",3
TRX5329859,14/11/2022,18465,Kimia Farma - Klinik-Apotek-Laboratorium,Tebing Tinggi,Sumatera Utara,4,KF134,Antihistamines for systemic use,832800,"0,04","0,3",799488,"239846,4",3
TRX6222199,06/08/2020,83975,Kimia Farma - Klinik & Apotek,Banjarmasin,Kalimantan Selatan,4,KF134,Antihistamines for systemic use,832800,"0,04","0,3",799488,"239846,4",3
TRX4054189,11/08/2020,83939,Kimia Farma - Klinik-Apotek-Laboratorium,Kendari,Sulawesi Tenggara,"4,1",KF134,Antihistamines for systemic use,832800,"0,01","0,3",824472,"247341,6",3
TRX9089450,25/11/2023,13531,Kimia Farma - Klinik & Apotek,Bontang,Kalimantan Timur,4,KF134,Antihistamines for systemic use,832800,"0,1","0,3",749520,224856,3
TRX9555369,04/06/2023,73954,Kimia Farma - Klinik-Apotek-Laboratorium,Payakumbuh,Sumatera Barat,"4,4",KF134,Antihistamines for systemic use,832800,"0,07","0,3",774504,"232351,2",3
TRX8992450,05/06/2023,66565,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,"3,9",KF134,Antihistamines for systemic use,832800,"0,05","0,3",791160,237348,3
TRX4537568,11/11/2022,20598,Kimia Farma - Apotek,Bitung,Sulawesi Utara,"4,4",KF134,Antihistamines for systemic use,832800,"0,1","0,3",749520,224856,3
